"Размышления русского боксёра в токийской академии Тамагава, 7",Семён Афанасьев,996,135K,"Роман / Попаданцы, Развитие личности",Может ли 16-летний сын погибшего финансиста якудзы справиться с целым миром
Сага об орке. Некомандный игрок,Игорь Чиркунов,372,100K,"Роман / Попаданцы во времени, Приключения, Боевое фэнтези","Недавно ты был студентом и геймером. Вчера тебя забросило в тело орка. А сегодня ты дренг на драккаре у старшего брата. Монастыри и поселки людей ждут, когда их ограбят, поубивают мужчин и изнасилуют женщин (важно: не перепутать!)Но команда тебя не принимает, и считает блатным. Да и сам брат, был бы не против притопить по-тихому. Принять участь лузера? Или …«и только тот мог с правом называться морским конунгом, кто никогда не спал под закопчённой крышей и никогда не пировал у очага». Сага об Инглингах"
Древняя кровь (том 1),Ярослав Заболотников,940,278K,"Роман / Эпическое фэнтези, Героическое фэнтези, Приключения","🔴 Цикл о возрождении магии, что плавно вытесняет эпоху грубой силы и населяет мир монстрами. Самое забавное, что освободят магию прожжённые скептики… которым придётся разгребать ворох проблем вселенского масштаба. Драконы? Демоны? Хах. На туманных рубежах судьбы встречаются вещи и пострашнее… Не будем забегать вперёд. Это долгая история.7 причин прочитать эту серию:● Возрождение магии глазами простых людей. Путь от смешков и сомнений до невообразимых чудовищ на пороге апокалипсиса.● Непредсказуемый сюжет. Даже очевидное может обрести иной смысл.● Реализм. Логическая обоснованность поступков и событий.● Игра контрастов. От доброго юмора до зверской жестокости.● Харизматичные герои. На любой вкус и цвет.● Полный загадок мир. Узрите, как оживают легенды.● Дух классического фэнтези. В лучших традициях героико-эпических саг."
Зараза 2,Евгений Гарцевич,366,34K,"Роман / Постапокалипсис, Боевая фантастика, Приключения","Меня зовут Андрей Гагарин — позывной ""Космос"".Я застрял в Сьерра-Леоне, в центре эпидемии, которая превращает людей в страшных мутантов. Моя сестра и близкие мне люди в страшной опасности. И теперь, чтобы вытащить ее и доверившихся мне людей, я заключил сделку со своими врагами — корпорацией Global Diamond Corp. У меня есть две недели, чтобы найти утерянный в мертвом городе алмаз и заплатить выкуп. Время пошло...Первая часть - https://author.today/work/179703Третья часть - https://author.today/work/196961"
Логика Бедствия. Том 1. Том 2.,Михаил Орикс,870,108K,"Роман / Юмор, Эротическая фантастика, РеалРПГ","***1-ЫЙ ТОМ БЕСПЛАТНО! БЕЗВОЗМЕЗДНО! ЛЯ ТОМ, ХАЛЯВ! Не надо бояться, именно поэтому, здесь стоит ценник. Ещё раз, для всех новоприбывших: Первый том - ПОЛНОСТЬЮ БЕСПЛАТНО.***Накаркали сволочи. Того, кто придумал систему, сам бы лично повесил на дереве 5 уровня. Потому как все о чем мечталось сбылось - хотели - получите и распишитесь в своей бесполезности. Но это не про меня, потому как я могу то, чего не могут другие. И я нагну ту, кого называют Великой Матерью, и похер мне на инцест. Железное дилдо с моторчиком в руки и вперед на покорение мира. Ну и куча сисек рядом со мной идут бонусом, потому как, имя мне Нарвал, и я перестрою этот мир под себя."
Путь Шамана. Шаг 1: Начало пути,Василий Маханенко,3 010,654K,"Роман / ЛитРПГ, Боевое фэнтези","Барлиона. Виртуальный мир, наполненный приключениями, битвами, монстрами и конечно же игроками. Для многих Барлиона заменила собой реальность, ведь в ней сбываются любые желания человека: магия, эльфы, драконы.В мире существует только одно правило — игрок не чувствует боли. Но у каждого правила есть исключения, и для части игроков Барлиона стала адом. Ведь они — преступники, играющие в самом тяжелом режиме с включенными ощущениями."
Королевская кровь-4. Связанные судьбы,Ирина Котова,400,46K,"Роман / Эпическое фэнтези, Любовное фэнтези, Городское фэнтези","Первая книга серии бесплатно https://author.today/work/152728Бывает, что исправлять ошибки богов приходится людям. Мир Туры ждут темные времена, но пока каждый занят своей судьбой. Владыка Нории обязан вернуть жизнь своей пустынной земле. Ангелина Рудлог обязана сбежать от него, чтобы вернуться к семье. Люк Кембритч ведет напряженное расследование, а принцесса Марина прячется от чувств к нему за работой в больнице. Королева Василина занимается государственными делами, а принцесса Полина готовится к свадьбе и доставляет немало хлопот будущему мужу…Каждая судьба - узелок в полотне, сплетенном богиней-матерью, чтобы исправить давнюю ошибку. Каждая жизнь накрепко связана с судьбой мира."
Гранит науки. Том 2,Бакалавр Зот,1 053,133K,"Роман / Попаданцы в магические миры, Бояръ-Аниме, Городское фэнтези","Да уж, не задался у меня учебный год! Едва поступил в Московскую Академию Магии и со мной начали происходит самые разные события! То киллерам меня закажут, то поучаствую в нелегальной гонке дабы выручить друга, то раскрою заговор князей...И да, заговор-то я раскрыл, но Император пока не спешит защитить меня от этих плохих ребят, что вознамерились мне отомстить. Придётся как-то самому разбираться со своими неприятелями. К счастью, у меня появился неожиданный союзник, который готов помочь мне в предстоящих делах.Трепещи род Суворовых! Александр Беляков выходит на тропу войны!"
ГРОНД - VII: Марафон,Юрий Хамаганов,29,1 354,"Роман / Космическая фантастика, Боевая фантастика, Постапокалипсис","Ставки сделаны, ставок больше нет. Ольгу и Дженну ждет решающая схватка, в которой сойдутся прошлое, настоящее и будущее…"
Re: Перерождение задрота любящего жанр стратегии! Том 2,Focsker,954,140K,"Роман / Бояръ-Аниме, Эротическое фэнтези, Эпическое фэнтези","Папаня Император умер, четырнадцать принцев танцуя на не успевшем остыть трупе принимаются дербанить его наследство, а я...Моя задача выжить, попробовать всё что готов дать мне этот дивный фэнтезийный мир, а так же укрепить позиции моих земель...Я - Принц... Хотя какая разница как меня здесь зовут, погнали по новой парни, впереди ещё много, очень много работы!Том 1: https://author.today/work/188927"
Хроники Книжника. Том 4 - Изгой,Соломенный Илья,553,78K,"Роман / Попаданцы, Попаданцы в магические миры, Фэнтези","Веками осколки бывшего государства Императора-мага существовали достаточно спокойно, забыв о больших войнах и бедах. Мелкие пограничные стычки между странами, пираты, монстры в чащобах и разбойники на дорогах - обычное дело.Однако, никто не подозревает, что жители второго континента мира Балрос готовят полномасштабное вторжение на Роан. И наш соотечественник, взявший имя Дангар, как считают многие, должен сыграть в предстоящей войне не последнюю роль. Только вот никто не спрашивает - хочет ли он быть втянутым в подобное противостояние?"
Змеиная осень,Николай Владимирович Беляев,364,35K,"Роман / Постапокалипсис, Попаданцы в магические миры, Фантастический детектив","Бывают ли параллельные миры? Да бывают, конечно. И если ты попал в мир, в котором смешались постапокалипсис и колдовство - приключений будет немало. И не всегда можно понять, кто друг, а кто враг. Особенно - если у тебя самого есть умения, пусть и не геройские, но недоступные другим... плюс, конечно, неспособность сидеть на месте!"
Моя анимежизнь 2: Золотая Неделя,Смолин Павел,544,28K,Роман / Попаданцы во времени,"Продолжение приключений попаданца в тело обычного японского школьника в 1989г. Текстовое аниме жанра ""повседневность"". Вторая книга цикла. Первый том: https://author.today/work/183452Третий том: https://author.today/work/193041Четвертый том: https://author.today/work/200431"
Последний Контракт Том 1. Том 2.,Илья Романов,2 438,447K,"Роман / Попаданцы, Бояръ-Аниме, Городское фэнтези","***ВНИМАНИЕ: Первый том бесплатный!!!***Моё имя - Виктор Романов и я Жнец.Человек, чьё существование сводилось лишь к одному, убийству по указке той, кого называют - Смерть.Я отдал ей свою душу, заключив контракт для спасения своей семьи, пройдя через множество жизней и перерождений. Я убивал ради неё, приносил души и проливал реки крови, двигаясь лишь к одной цели - Обрести покой и увидеть родных.И теперь, под крик толпы, жаждущей крови и зрелищ, я выхожу на свой последний бой... Но почему тогда моя вера в то, что она сдержит своё обещание - не так крепка?"
Химера-3,Вова Бо,279,15K,"Роман / Боевая фантастика, Антиутопия, Постапокалипсис",Выбраться из одной консервной банки под названием Альтаир - есть. Попасть в банку побольше - есть. Выжить в радиационных пустошах во время новой войны на уничтожение - в процессе. Шансы - 0%.
Темный инквизитор,Владислав Мацко (Разящий),3 432,799K,"Роман / ЛитРПГ, РеалРПГ, Героическое фэнтези","Я просто хотел немного отдохнуть и отвлечься от реальности, но все пошло не так уже с самого начала. Сразу начались непонятные сбои с капсулой, потом я чисто случайно оказываюсь на темной стороне сил, хотя это только цветочки по сравнению с тем, что мне пришлось пережить дальше. Мой бог-покровитель считает меня послушной марионеткой, которая выполнит любой его приказ. У меня есть только один шанс вернуть самого себя – убить бога, хотя не зря говорят, что из любой ситуации есть два выхода, вдруг мне удастся найти третий?"
Турнир для Охотников,shellina,546,86K,"Роман / Фанфик, Героическое фэнтези, Приключения","Хогвартс разрушен, впереди ожидается Турнир Трех Волшебников, а тут еще брат с тобой даже разговаривать не хочет. И что же делать Дину? Правильно, подписать договор на работу в которой они с Сэмом ничего не понимают. А ведь нужно еще где-то во Франции обосноваться, не палатки же перед Шармбатоном раскидывать...Четвертая часть о приключениях братьев Винчестеров в мире Поттерианы."
С чем вы смешиваете свои краски? - 3,Dmitriy Nightingale (Дмитрий Соловей),1 237,215K,"Роман / Попаданцы, Альтернативная история, Попаданцы во времени","Закончилась эпоха брежневского застоя. Страну ждали изменения. Какие именно, в курсе был только Александр Петров. Он не принёс каких-то знаний из будущего, не прогрессорствовал. Как истинный комитетчик, незаметно удалял тех людей, что проявили себя в предыдущей реальности не с лучшей стороны. Горбачёв уже не придёт к власти, не приедет из Томска в Москву Лигачёв. Выжил Машеров, да и Семичастный ещё помнит, что существует некий предсказатель в рядах КГБ. Что-то глобально изменить в мире наш герой не сможет. Не в его власти повлиять на цену за баррель нефти, убрать президентов, но история уже свернула по другому пути."
Перерождённая в отоме-игре,Зозо Кат,210,22K,"Роман / Попаданцы в магические миры, Юмористическое фэнтези, Приключения","Перед смертью я совершила не очень хороший поступок. Для некоторых, он скорее посчитается даже ужасным и отвратительным. Поэтому я знаю, почему здесь. Знаю, чем заслужила всё это.Если быть краткой, то я попала в свой персональный Ад. И ничего не изменить. Ты не главный персонаж, ты лишь массовка. Но даже при этом, как оказалось, можно получить уникальное удовольствие.Что ж... Самое время игр!"
Путь Шамана. Шаг 5: Шахматы Кармадонта,Василий Маханенко,1 400,147K,"Роман / ЛитРПГ, Боевое фэнтези","Приключения Шамана продолжаются! Утих ветер в Темном лесу, Альтамеда признала своего нового владельца, Гераника продолжает вынашивать планы уничтожения всего живого – игровой мир Барлионы начал входить в привычную колею обыденности и повседневности. Но такая жизнь не для Махана! Новые сценарии, новые монстры, новые Подземелья, новый статус – Верховный Шаман не знает слова «привычно». Если ученик, то такой, которому запрещено работать с Духами. Если корабль, то такой, которого никогда не видели в этом мире. Если любовь, то такая, что уничтожается несколько кварталов города. Ведь все должно быть так, как подсказывают ощущения!"
Чёрный сектор. Иней,Юлия Шолох,297,48K,"Роман / Фантастика, Приключения, Любовные романы","Для большинства людей страшнее нет участи, чем оказаться на неблагоустроенной необитаемой планете без возможности вернуться на Землю.Но что если дома тебя не ждёт ничего хорошего? Что если тебя предали и возвращаться, по сути, некуда? Ведь в том мире ты так же одинок, как и в этом.Тогда то, что сделало несчастными других, тебе, возможно, принесёт счастье."
Пача argentino,Павел Ионов,1 119,442K,"Роман / Альтернативная история, Попаданцы во времени, Приключения","Немного техник, немного механик, чуточку браконьер. Обычный житель таёжного посёлка... Поехал пострелять... и приехал... Так что и сам сначала не понял... А вокруг уже самый конец 19-го века... Попаданчество, трах-бах и прочее. ))Обложка для книги сделана Дарьей Фэйр."
Том Марволо Гонт,Михаил Француз,2 149,445K,Роман / Фанфик,В Волдеморта попадает сознание Виктора Крида.
Гарри Поттер и Лучший Друг.,Nezloi,686,132K,"Роман / Попаданцы, Попаданцы в магические миры, Фанфик","Очень свежая и оригинальная идея. Попаданец в Гарри Поттера. Книга для любителей ""пожёстче"".Главный герой в этой книге не добрый самаритянин и если ты человек впечатлительный, то лучше тебе её не читать. Планируется много смертей, боевых сцен и прочего трэша. Некоторые сцены могут шокировать неподготовленного читателя. Я вас предупредил. Дальше читайте на свой страх и риск."
Моя анимежизнь 3: В ожидании каникул,Смолин Павел,461,26K,Роман / Попаданцы во времени,"Третья книга о попаданце в японского школьника в 1989 году. Текстовое аниме жанра ""Повседневность"". Первый том:  https://author.today/work/183452Второй том: https://author.today/work/187698Четвертый том: https://author.today/work/200431"
Вторжение Системы: Битва за Будущее. Том 1.,Максим Мамаев,706,74K,"Роман / РеалРПГ, Боевое фэнтези, Городское фэнтези","Трансформа Костей успешно пройдена, но впереди ещё долгий путь. Косте предстоит определиться, останется он с Конторой или продолжит путь в одиночку - ведь теперь, зная о том, что в мире начинается Битва за Будущее, ему предстоит сделать всё ради победы Земли. Однако для этого нужно, как минимум, найти врагов родного мира..."
Странствия Алхимика,Алекс Каменев,514,84K,"Роман / Боевик, Попаданцы, Фэнтези","Позади ученичество у старого алхимика, зачарованная башня и поиски древнего артефакта. Впереди исковерканный магический дар, наследие темных волшебников и странствие в неизвестность в попытках спасти свою жизнь. И не удивляйся, если направляясь в одно место, ты окажешься совершенно в другом. Чужой мир любит преподносить неприятные сюрпризы и суров с теми, кто считает, что поймал удачу за хвост.Третья часть - https://author.today/work/95795"
Барсик - Страж трактира,Волкидир Андрей,2 457,343K,"Роман / Попаданцы в магические миры, РеалРПГ","Вторая книга про приключения Барсика. ""Трущобное житие"" уходит в прошлое и у семейки котов начинается городская жизнь. И с первого взгляда, все выглядит пристойно и крайне удачно. Трактирщик уже подыскал для Бочонка новый дом. В Шустрика влюбилась подавальщица трактира и пробует убедить свою семью взять его к себе. Только Леди, пока еще - вольная кошечка. И главный герой помышляет спрятать ее на время в гостях у лемузьяна...И кажется все будет хорошо. У каждого в нашей семейки котов появится новый дом и всё будет замечательно. Но так ли всё просто и легко в этом странном, разрушенном городе, управляемым бандами и пронизанном смертельно опасной фиолетовой энергией?"
Псимаг-7 Сила Супера,Ефанов Сергей,1 058,157K,"Роман / Бояръ-Аниме, Фэнтези, Фантастика","Седьмая книга о жизни Сергея Дмитриева, князя Михайлова."
Хагрид 2.0,Яна Мазай-Красовская,875,137K,"Роман / Фанфик, Попаданцы в магические миры, Приключения","Попаданец в Хагрида во время передачи Гарри Дурслям. ""Новый"" Хагрид в курсе канона, конечно. Быстро понимает все плюсы и минусы нового тела и решает повернуть все по-своему. Той же ночью забирает Поттера от тетки. Как и что с ними будет дальше - по заявке или почти по ней.Намеки на мат, насилие, смерть и всякие противоестественные вещи. Разлетающиеся внутренности и части тела (1 раз). Отсюда рейтинг и энца, но это разово.Ах, да. МэриСью такого размера (Хагрид) вы еще не видели (я тоже)!Про АУ и ООС даже заикаться боюсь.Я предупредиль. Но если кто-то все еще здесь… то вам и посвящается ))"
Глобальная Миссия,Шпик,443,144K,"Роман / Фанфик, Юмористическое фэнтези","Да-да, очередной фик на Наруто, да еще и с системой из мира Геймера, об остальном вам больше расскажет первая глава."
Выживший Том III,Геннадий Марченко,84,24K,"Роман / Попаданцы во времени, Альтернативная история","Ефим Сорокин покоряет Лас-Вегас, но при этом в его услугах нуждается и Родина. Чтобы помочь СССР в войне, необходимо выкрасть сокровища из древнего индийского храма. Путешествие оказывается полным приключений, где герою то и дело приходится рисковать жизнью."
Не боярское дело. Шестнадцатая часть. Главы 121-130.,Богдашов Сергей,431,31K,"Роман / Боевая фантастика, Попаданцы в магические миры, Фантастика","Всё дальше будет вовсе не так, как многие предполагают. Война, насилие и магия. И, понятное дело, дела любовные.Очень большой, просто огромный ознакомительный фрагмент в первых четырёх частях начинается тут: https://author.today/reader/23515Продолжение книги - Семнадцатая часть (подписка) уже открыта здесь:https://author.today/reader/139990"
После выпускного,shellina,577,64K,"Роман / Альтернативная история, Попаданцы в магические миры, Бояръ-Аниме","Третья книга о похождениях Виталия Савельева в альтернативной реальности. Школа закончена, и нужно полностью погрузиться в проблемы клана. Проблем-то хватает, порой даже через край.Первый и второй тома https://author.today/work/160015Четвертый том https://author.today/work/175664"
Зараза,Евгений Гарцевич,1 027,157K,"Роман / Боевая фантастика, Постапокалипсис, Боевик","Меня зовут Андрей Гагарин — позывной ""Космос"". Моя младшая сестра — журналистка, она верит в правду, сует нос в чужие дела и не знает, когда вовремя остановиться. Она пропала без вести во время командировки в Сьерра-Леоне, где в очередной раз вспыхнула какая-то эпидемия.Под видом помощника популярного блогера я пробрался на последний гуманитарный рейс МЧС, чтобы пройти путем сестры, найти ее и вернуть домой. Мне не привыкать участвовать в боевых спасательных операциях, а ковид или какая другая зараза меня не остановит, но я даже предположить не мог, что попаду в эпицентр самого настоящего зомбиапокалипсиса. А против меня будут не только зомби, но и обезумевшие мародеры, туземные колдуны и мощь огромной корпорации, скрывающей свои тайны."
"Подземелье по наследству, том 2",Кирилл Теслёнок (Архимаг),906,91K,"Роман / Попаданцы в магические миры, Бояръ-Аниме, Боевое фэнтези","Получив от деда по наследству квартиру и земельный участок, я обнаружил в погребе шахту, ведущую в древнее Подземелье. В лабиринты из тоннелей и пещер, в которых легко заблудиться. Здесь жуткие монстры стерегут сокровища и охотятся за невероятно красивыми женщинами. Здесь могущественные кланы борются за власть, не подозревая о наземном мире.К сожалению, я обычный человек, лишенный магического дара. Однако у меня есть кое-что намного лучше – огнестрельное оружие! Аристократы, чернокнижники, тролли, драконы, демоны… Какая разница? Главное – у кого автомат Калашникова. И иные достижения научно-технического прогресса. 1 часть: https://author.today/work/1890043 часть: https://author.today/work/207340"
Цветок яблони,Алексей Пехов,866,45K,"Роман / Эпическое фэнтези, Фэнтези",Шестая книга цикла.
На границе тучи ходят хмуро...,Кулаков Алексей Иванович,1 681,209K,Роман / Альтернативная история,"Россия конца 19 века. Экономический подъем и развитие промышленности Российской Империи соседствуют с нищетой и безграмотностью подавляющей части её населения... Какие возможности у обыкновенного подпоручика пограничной стражи, из обедневшего княжеского рода, в провинциальном Ченстохове? Честно служить и надеяться, что начальство и царь-батюшка его не позабудут. Так бы и было, но... По воле катаклизма наш современник оказался в теле молодого выпускника Первого Павловского военного училища. Как выживет он в мире, который для него чужой? Поплывёт ли по течению или воспользуется шансом - построить свою жизнь заново..."
Колхозное строительство 7,Шопперт Андрей Готлибович,1 228,94K,"Роман / Альтернативная история, Попаданцы, Юмор","Пенсионер шёл на концерт Вики Цыгановой. Прослушал и пошёл дарить цветы. И тут ферма с фонарями обрывается. Падает. Убивает и пенсионера Петра Штелле и певицу Вику Цыганову.   Очнулся Пётр в теле тёзки - Первого Секретаря Краснотурьинского городского комитета КПСС Тишкова Петра Мироновича. И носила его судьбы от … Ну, вы знаете. Теперь вот занесла в Казахстан. Замечательное место Алма-Ата. Особенно, когда цветут яблони, и когда в конце лета поспевают знаменитые алма-атинские яблоки «Апорт». Есть и минусы, в очень селеопасном месте построена столица Казахстана. И сели с сотнями погибших не редкость. Вот под такой и попал Первый Секретарь ЦК компартии Казахстана Пётр Миронович Тишков вместе с семьёй. Выбрался на природу на праздники. Теперь бы из под семиметровой западни выбраться."
Алхимик 9. Отец,Роман Романович,3 538,312K,"Роман / Фэнтези, Фантастика","В конфликте с организацией наступило затишье, в которое герой не верит.Эдгард заложил город и узнал, что любимая жена беременна.Но выдержит ли мир появление наследников у одаренного, ломающего вековые устои и нарушающего баланс сил? Согласятся ли другие аристократы с этим?Сможет ли герой уберечь семью?"
Мекленбургский дьявол,Оченков Иван,1 085,179K,"Роман / Альтернативная история, Попаданцы во времени",Продолжение Мекленбургского цикла.
"Проект ""Ковчег"". Воздушные рабочие войны. Часть 2",Дмитрий Лифановский,208,18K,"Роман / Попаданцы во времени, Альтернативная история","""Над Феодосией кружатся «Юнкерсы». Немцы не в состоянии вырвать инициативу из наших рук. Они в бессильной злобе бомбят маленький курортный городок с его легкими зданиями, приморскими бульварами, домиком Айвазовского и развалинами старой Генуэзской крепости."" Так описывал войну в Крыме Константин Симонов.       ""…Мы летали каждую ночь. Бомбили по подходящим немецким колоннам, по железнодорожным станциям и переправам. Лишь только наступали сумерки, вылетал первый экипаж, через 3-5 минут – второй, затем третий. Когда на вылете стоял последний, мы уже слышали тарахтенье возвращающегося первого"" - а это уже начштаба 588-го ночного легкобомбардировчного Ирина Ракобольская.Именно сюда, на юг переброшен авиакорпус Стаина. Они уже не новички, они опытные летчики, но и битва им предстоит нешуточная. Враг рвется к кавказской нефти и зерну Кубани. Случится ли в этой реальности катастрофа 42-го года, или все-таки советским людям удастся изменить ход истории?"
"Вечная Война 4  ""Тайный Барон""",Сергей Карелин,298,39K,"Роман / ЛитРПГ, РеалРПГ, Эпическое фэнтези","Шпионские игры являются неотъемлемой природой развитых культур и государств. И на чем более высоком уровне стоит государство, чем большее экономическое,политическое или военное влияние оно имеет на окружающие страны, тем шире простирается шпионская сеть. Множество иностранных агентов либо помогают местным тиранам прийти к власти, либо сами пытаются взять власть в свои руки, либо всячески мешают агентам других стран расширять свой круг влияния. Но конечная цель у всех этих людей одна – ослабить изнутри потенциального врага или союзника врага. Даже своему собственному союзнику не дадут возможности взлететь высоко.Что будет, если молодое, только начавшее развиваться государство без яркого и авторитетного лидера или четко выраженного политического единства столкнется с разведывательными службами, имеющими за плечами тысячи лет работы, в то время, как полевые агенты этих служб имеют опыт подрывной деятельности, исчисляемый десятками и сотнями лет? Результат неизбежен, если не случится чудо"
Беседы палача и сильги,Дем Михайлов,874,91K,"Роман / Фэнтези, Эпическое фэнтези, Боевое фэнтези","Их встреча не больше чем случайность.Но что случится, когда они продолжат путь вместе? Он жизней лишает. Она пытается чужие жизни сохранить...Случайно встретившиеся палач и сильга отправляются в путешествие, что ведет их к туманным предгорьям величественного Трорна, где по слухам творится всякая чертовщина... Кто знает к чему приведут их долгие дорожные беседы и куда заведут их древние пути и тропы... Планировал сделать все огромным единым романом, но в срок отведенный АТ не уложился. Так что всего будет дилогия. Второй роман начнется на днях и также пойдет вперед без остановки до завершения всей истории. Внимание! Роман БОЛЬШОЙ! Цикла не предвидится. Предполагаемый объем: 100.000 слов. А может больше... Внимание! Много путешествий, много разговоров, много ""воды"", много всего того, что НЕ ЭКШН! Прежде чем приобретать - прочтите первые главы, пожалуйста."
Прокачаться до сотки,Вячеслав Соколов,1 135,257K,"Роман / ЛитРПГ, Боевое фэнтези, Боевик","Три десантника, погибнув в бою, оказываются на другой планете, куда попадают, благодаря, не смирившимся с их смертью друзьям. Ибо на планете Эдем нет смерти и всё вокруг до боли напоминает фэнтезийную компьютерную игру. Если ты погиб, то тебя ждет всего лишь потеря уровней, а затем следует возрождение. Казалось бы, играй и радуйся подаренной тебе жизни…Вот только данный мир не так прост, он полностью реален, здесь боль не фантом и бал правит алчность. И если ты не готовый сражаться и умирать десантник, то цена тебе — рабский ошейник."
Формула Распутина,Анна Веневитинова,45,117K,"Роман / Шпионский детектив, Мистика, Политический роман","1916-й год. Короткий фронтовой отпуск штабс-капитан Георгий Веневитинов проводит у сестры в Петрограде. Однажды, с очень странной просьбой, к нему обращается его бывшая возлюбленная Анна, – она хочет, чтобы Жорж отдал Распутину таинственный перстень своего предка.Однако для этого придётся вскрывать могилу, и сделать это может только Жорж, по священному праву крови.Кольцо интересует не только Распутина, за ним охотится тайная организация во главе с Владимиром Пуришкевичем…Чем кончилась та история, доподлинно не знает никто. Да и закончилась ли она? Известно лишь, что Анна и Жорж вновь воссоединились, – нарожав детишек, они жили долго и счастливо.Спустя сто лет, кольцо возвращается – к их правнуку, Дмитрию Веневитинову, у которого и без того проблем хватало…"
